date,season,week,game_type,home_team,home_score,away_team,away_score,neutral_site
1964-12-06,1964,13,REG,ARI,28,CLE,19,0
1964-12-06,1964,13,REG,KC,24,NE,31,0
1964-12-06,1964,13,REG,PHI,24,DAL,14,0
1964-12-06,1964,13,REG,OAK,16,BUF,13,0
1964-12-12,1964,14,REG,NYG,20,CLE,52,0
1964-12-13,1964,14,REG,DET,24,SF,7,0
1964-12-13,1964,14,REG,LAC,6,KC,49,0
1964-12-13,1964,14,REG,LAR,24,GB,24,0
1964-12-13,1964,14,REG,DEN,19,BUF,30,0
1964-12-13,1964,14,REG,CHI,14,MIN,41,0
1964-12-13,1964,14,REG,ARI,36,PHI,34,0
1964-12-13,1964,14,REG,TEN,33,NYJ,17,0
1964-12-13,1964,14,REG,IND,45,WSH,17,0
1964-12-13,1964,14,REG,DAL,17,PIT,14,0
1964-12-20,1964,15,REG,OAK,21,LAC,20,0
1964-12-20,1964,15,REG,TEN,34,DEN,15,0
1964-12-20,1964,15,REG,KC,24,NYJ,7,0
1964-12-20,1964,15,REG,NE,14,BUF,24,0
1964-12-26,1964,,POST,BUF,20,LAC,7,0
1964-12-27,1964,,POST,CLE,27,IND,0,0
1965-09-11,1965,1,REG,LAC,34,DEN,31,0
1965-09-11,1965,1,REG,BUF,24,NE,7,0
1965-09-12,1965,1,REG,OAK,37,KC,10,0
1965-09-12,1965,1,REG,TEN,27,NYJ,21,0
1965-09-18,1965,2,REG,NYJ,10,KC,14,0
1965-09-19,1965,2,REG,WSH,7,CLE,17,0
1965-09-19,1965,2,REG,SF,52,CHI,24,0
1965-09-19,1965,2,REG,DEN,15,BUF,30,0
1965-09-19,1965,2,REG,DAL,31,NYG,2,0
1965-09-19,1965,2,REG,OAK,6,LAC,17,0
1965-09-19,1965,2,REG,DET,20,LAR,0,0
1965-09-19,1965,2,REG,TEN,31,NE,10,0
1965-09-19,1965,2,REG,PIT,9,GB,41,0
1965-09-19,1965,2,REG,PHI,34,ARI,27,0
1965-09-19,1965,2,REG,IND,35,MIN,16,0
1965-09-24,1965,2,REG,NE,10,DEN,27,0
1965-09-25,1965,3,REG,LAR,30,CHI,28,0
1965-09-26,1965,3,REG,OAK,21,TEN,17,0
1965-09-26,1965,3,REG,PHI,14,NYG,16,0
1965-09-26,1965,3,REG,DAL,27,WSH,7,0
1965-09-26,1965,3,REG,GB,20,IND,17,0
1965-09-26,1965,3,REG,CLE,13,ARI,49,0
1965-09-26,1965,3,REG,MIN,29,DET,31,0
1965-09-26,1965,3,REG,LAC,10,KC,10,0
1965-09-26,1965,3,REG,SF,27,PIT,17,0
1965-09-26,1965,3,REG,BUF,33,NYJ,21,0
1965-10-03,1965,4,REG,LAC,31,TEN,14,0
1965-10-03,1965,4,REG,PIT,13,NYG,23,0
1965-10-03,1965,4,REG,DET,14,WSH,10,0
1965-10-03,1965,4,REG,IND,27,SF,24,0
1965-10-03,1965,4,REG,DEN,16,NYJ,13,0
1965-10-03,1965,4,REG,KC,27,NE,17,0
1965-10-03,1965,4,REG,PHI,17,CLE,35,0
1965-10-03,1965,4,REG,GB,23,CHI,14,0
1965-10-03,1965,4,REG,LAR,35,MIN,38,0
1965-10-03,1965,4,REG,BUF,17,OAK,12,0
1965-10-04,1965,4,REG,ARI,20,DAL,13,0
1965-10-08,1965,4,REG,NE,10,OAK,24,0
1965-10-09,1965,5,REG,MIN,40,NYG,14,0
1965-10-09,1965,5,REG,CLE,24,PIT,19,0
1965-10-10,1965,5,REG,DAL,24,PHI,35,0
1965-10-10,1965,5,REG,DEN,23,KC,31,0
1965-10-10,1965,5,REG,IND,31,DET,7,0
1965-10-10,1965,5,REG,BUF,3,LAC,34,0
1965-10-10,1965,5,REG,CHI,31,LAR,6,0
1965-10-10,1965,5,REG,WSH,16,ARI,37,0
1965-10-10,1965,5,REG,GB,27,SF,10,0
1965-10-16,1965,6,REG,NYJ,24,OAK,24,0
1965-10-17,1965,6,REG,DEN,28,TEN,17,0
1965-10-17,1965,6,REG,NYG,35,PHI,27,0
1965-10-17,1965,6,REG,WSH,7,IND,38,0
1965-10-17,1965,6,REG,DET,21,GB,31,0
1965-10-17,1965,6,REG,CLE,23,DAL,17,0
1965-10-17,1965,6,REG,PIT,7,ARI,20,0
1965-10-17,1965,6,REG,KC,7,BUF,23,0
1965-10-17,1965,6,REG,LAR,21,SF,45,0
1965-10-17,1965,6,REG,MIN,37,CHI,45,0
1965-10-17,1965,6,REG,NE,13,LAC,13,0
1965-10-23,1965,7,REG,NYJ,9,LAC,34,0
1965-10-24,1965,7,REG,OAK,30,NE,21,0
1965-10-24,1965,7,REG,ARI,20,WSH,24,0
1965-10-24,1965,7,REG,PHI,14,PIT,20,0
1965-10-24,1965,7,REG,IND,35,LAR,20,0
1965-10-24,1965,7,REG,SF,41,MIN,42,0
1965-10-24,1965,7,REG,TEN,38,KC,36,0
1965-10-24,1965,7,REG,CHI,38,DET,10,0
1965-10-24,1965,7,REG,BUF,31,DEN,13,0
1965-10-24,1965,7,REG,GB,13,DAL,3,0
1965-10-24,1965,7,REG,NYG,14,CLE,38,0
1965-10-31,1965,8,REG,WSH,23,PHI,21,0
1965-10-31,1965,8,REG,BUF,17,TEN,19,0
1965-10-31,1965,8,REG,CLE,17,MIN,27,0
1965-10-31,1965,8,REG,LAC,6,NE,22,0
1965-10-31,1965,8,REG,KC,14,OAK,7,0
1965-10-31,1965,8,REG,CHI,31,GB,10,0
1965-10-31,1965,8,REG,NYJ,45,DEN,10,0
1965-10-31,1965,8,REG,SF,28,IND,34,0
1965-10-31,1965,8,REG,NYG,14,ARI,10,0
1965-10-31,1965,8,REG,PIT,22,DAL,13,0
1965-10-31,1965,8,REG,LAR,7,DET,31,0
1965-11-07,1965,9,REG,CHI,21,IND,26,0
1965-11-07,1965,9,REG,NE,7,BUF,23,0
1965-11-07,1965,9,REG,MIN,24,LAR,13,0
1965-11-07,1965,9,REG,NYG,7,WSH,23,0
1965-11-07,1965,9,REG,DEN,21,LAC,35,0
1965-11-07,1965,9,REG,KC,10,NYJ,13,0
1965-11-07,1965,9,REG,CLE,38,PHI,34,0
1965-11-07,1965,9,REG,ARI,21,PIT,17,0
1965-11-07,1965,9,REG,TEN,21,OAK,33,0
1965-11-07,1965,9,REG,DAL,39,SF,31,0
1965-11-07,1965,9,REG,GB,7,DET,12,0
1965-11-14,1965,10,REG,MIN,21,IND,41,0
1965-11-14,1965,10,REG,CLE,34,NYG,21,0
1965-11-14,1965,10,REG,TEN,21,DEN,31,0
1965-11-14,1965,10,REG,PHI,21,WSH,14,0
1965-11-14,1965,10,REG,KC,31,LAC,7,0
1965-11-14,1965,10,REG,OAK,14,BUF,17,0
1965-11-14,1965,10,REG,NE,20,NYJ,30,0
1965-11-14,1965,10,REG,GB,6,LAR,3,0
1965-11-14,1965,10,REG,CHI,34,ARI,13,0
1965-11-14,1965,10,REG,DET,21,SF,27,0
1965-11-14,1965,10,REG,DAL,24,PIT,17,0
1965-11-21,1965,11,REG,DEN,20,OAK,28,0
1965-11-21,1965,11,REG,NYJ,41,TEN,14,0
1965-11-21,1965,11,REG,ARI,15,NYG,28,0
1965-11-21,1965,11,REG,MIN,13,GB,38,0
1965-11-21,1965,11,REG,DAL,17,CLE,24,0
1965-11-21,1965,11,REG,SF,30,LAR,27,0
1965-11-21,1965,11,REG,IND,34,PHI,24,0
1965-11-21,1965,11,REG,DET,10,CHI,17,0
1965-11-21,1965,11,REG,PIT,3,WSH,31,0
1965-11-21,1965,11,REG,NE,10,KC,10,0
1965-11-25,1965,11,REG,LAC,20,BUF,20,0
1965-11-25,1965,11,REG,DET,24,IND,24,0
1965-11-28,1965,12,REG,NYG,14,CHI,35,0
1965-11-28,1965,12,REG,PIT,21,CLE,42,0
1965-11-28,1965,12,REG,LAR,21,GB,10,0
1965-11-28,1965,12,REG,MIN,24,SF,45,0
1965-11-28,1965,12,REG,ARI,24,PHI,28,0
1965-11-28,1965,12,REG,KC,52,TEN,21,0
1965-11-28,1965,12,REG,NYJ,23,NE,27,0
1965-11-28,1965,12,REG,WSH,34,DAL,31,0
1965-12-04,1965,13,REG,LAC,38,NYJ,7,0
1965-12-05,1965,13,REG,CLE,24,WSH,16,0
1965-12-05,1965,13,REG,NYG,35,PIT,10,0
1965-12-05,1965,13,REG,GB,24,MIN,19,0
1965-12-05,1965,13,REG,SF,17,DET,14,0
1965-12-05,1965,13,REG,ARI,3,LAR,27,0
1965-12-05,1965,13,REG,OAK,24,DEN,13,0
1965-12-05,1965,13,REG,PHI,19,DAL,21,0
1965-12-05,1965,13,REG,IND,0,CHI,13,0
1965-12-05,1965,13,REG,TEN,18,BUF,29,0
1965-12-11,1965,14,REG,DAL,27,ARI,13,0
1965-12-12,1965,14,REG,DEN,20,NE,28,0
1965-12-12,1965,14,REG,BUF,34,KC,25,0
1965-12-12,1965,14,REG,LAR,42,CLE,7,0
1965-12-12,1965,14,REG,IND,27,GB,42,0
1965-12-12,1965,14,REG,TEN,26,LAC,37,0
1965-12-12,1965,14,REG,CHI,61,SF,20,0
1965-12-12,1965,14,REG,PIT,13,PHI,47,0
1965-12-12,1965,14,REG,OAK,24,NYJ,14,0
1965-12-12,1965,14,REG,WSH,10,NYG,27,0
1965-12-12,1965,14,REG,DET,7,MIN,29,0
1965-12-18,1965,15,REG,LAR,17,IND,20,0
1965-12-18,1965,15,REG,NE,42,TEN,14,0
1965-12-19,1965,15,REG,ARI,24,CLE,27,0
1965-12-19,1965,15,REG,NYJ,14,BUF,12,0
1965-12-19,1965,15,REG,LAC,24,OAK,14,0
1965-12-19,1965,15,REG,SF,24,GB,24,0
1965-12-19,1965,15,REG,PHI,28,DET,35,0
1965-12-19,1965,15,REG,KC,45,DEN,35,0
1965-12-19,1965,15,REG,NYG,20,DAL,38,0
1965-12-19,1965,15,REG,WSH,35,PIT,14,0
1965-12-19,1965,15,REG,CHI,17,MIN,24,0
1965-12-26,1965,,POST,LAC,0,BUF,23,0
1965-12-26,1965,,POST,GB,13,IND,10,0
1966-01-02,1965,,POST,GB,23,CLE,12,0
1966-09-02,1966,1,REG,MIA,14,OAK,23,0
1966-09-03,1966,1,REG,TEN,45,DEN,7,0
1966-09-04,1966,1,REG,LAC,27,BUF,7,0
1966-09-09,1966,2,REG,MIA,14,NYJ,19,0
1966-09-10,1966,2,REG,LAC,24,NE,0,0
1966-09-10,1966,2,REG,GB,24,IND,3,0
1966-09-10,1966,2,REG,TEN,31,OAK,0,0
1966-09-11,1966,2,REG,ATL,14,LAR,19,0
1966-09-11,1966,2,REG,PIT,34,NYG,34,0
1966-09-11,1966,2,REG,WSH,14,CLE,38,0
1966-09-11,1966,2,REG,BUF,20,KC,42,0
1966-09-11,1966,2,REG,SF,20,MIN,20,0
1966-09-11,1966,2,REG,ARI,16,PHI,13,0
1966-09-11,1966,2,REG,DET,14,CHI,3,0
1966-09-16,1966,3,REG,LAR,31,CHI,17,0
1966-09-18,1966,3,REG,OAK,10,KC,32,0
1966-09-18,1966,3,REG,DEN,10,NE,24,0
1966-09-18,1966,3,REG,MIN,23,IND,38,0
1966-09-18,1966,3,REG,ARI,23,WSH,7,0
1966-09-18,1966,3,REG,NYJ,52,TEN,13,0
1966-09-18,1966,3,REG,DAL,52,NYG,7,0
1966-09-18,1966,3,REG,BUF,58,MIA,24,0
1966-09-18,1966,3,REG,CLE,20,GB,21,0
1966-09-18,1966,3,REG,PIT,17,DET,3,0
1966-09-18,1966,3,REG,PHI,23,ATL,10,0
1966-09-25,1966,4,REG,GB,24,LAR,13,0
1966-09-25,1966,4,REG,BUF,27,TEN,20,0
1966-09-25,1966,4,REG,PIT,27,WSH,33,0
1966-09-25,1966,4,REG,OAK,20,LAC,29,0
1966-09-25,1966,4,REG,PHI,35,NYG,17,0
1966-09-25,1966,4,REG,DAL,28,MIN,17,0
1966-09-25,1966,4,REG,DET,28,ATL,10,0
1966-09-25,1966,4,REG,IND,36,SF,14,0
1966-09-25,1966,4,REG,DEN,7,NYJ,16,0
1966-09-25,1966,4,REG,NE,24,KC,43,0
1966-09-25,1966,4,REG,CLE,28,ARI,34,0
1966-09-30,1966,5,REG,LAR,34,SF,3,0
1966-10-02,1966,5,REG,WSH,24,PIT,10,0
1966-10-02,1966,5,REG,LAC,44,MIA,10,0
1966-10-02,1966,5,REG,MIN,10,CHI,13,0
1966-10-02,1966,5,REG,DEN,40,TEN,38,0
1966-10-02,1966,5,REG,NE,24,NYJ,24,0
1966-10-02,1966,5,REG,GB,23,DET,14,0
1966-10-02,1966,5,REG,ATL,14,DAL,47,0
1966-10-02,1966,5,REG,PHI,10,ARI,41,0
1966-10-02,1966,5,REG,NYG,7,CLE,28,0
1966-10-02,1966,5,REG,KC,14,BUF,29,0
1966-10-08,1966,6,REG,CLE,41,PIT,10,0
1966-10-08,1966,6,REG,BUF,10,NE,20,0
1966-10-08,1966,6,REG,KC,37,DEN,10,0
1966-10-08,1966,6,REG,NYJ,17,LAC,16,0
1966-10-09,1966,6,REG,ARI,24,NYG,19,0
1966-10-09,1966,6,REG,OAK,21,MIA,10,0
1966-10-09,1966,6,REG,SF,21,GB,20,0
1966-10-09,1966,6,REG,WSH,33,ATL,20,0
1966-10-09,1966,6,REG,DET,7,LAR,14,0
1966-10-09,1966,6,REG,CHI,27,IND,17,0
1966-10-09,1966,6,REG,DAL,56,PHI,7,0
1966-10-16,1966,7,REG,PIT,14,PHI,31,0
1966-10-16,1966,7,REG,TEN,24,NYJ,0,0
1966-10-16,1966,7,REG,CHI,0,GB,17,0
1966-10-16,1966,7,REG,IND,45,DET,14,0
1966-10-16,1966,7,REG,ARI,10,DAL,10,0
1966-10-16,1966,7,REG,MIA,24,DEN,7,0
1966-10-16,1966,7,REG,MIN,35,LAR,7,0
1966-10-16,1966,7,REG,BUF,17,LAC,17,0
1966-10-16,1966,7,REG,NYG,13,WSH,10,0
1966-10-16,1966,7,REG,ATL,7,SF,44,0
1966-10-16,1966,7,REG,KC,13,OAK,34,0
1966-10-23,1966,8,REG,NYG,3,PHI,31,0
1966-10-23,1966,8,REG,NE,35,LAC,17,0
1966-10-23,1966,8,REG,NYJ,21,OAK,24,0
1966-10-23,1966,8,REG,IND,20,MIN,17,0
1966-10-23,1966,8,REG,TEN,13,MIA,20,0
1966-10-23,1966,8,REG,DEN,10,KC,56,0
1966-10-23,1966,8,REG,SF,27,DET,24,0
1966-10-23,1966,8,REG,CLE,30,DAL,21,0
1966-10-23,1966,8,REG,GB,56,ATL,3,0
1966-10-23,1966,8,REG,CHI,17,LAR,10,0
1966-10-23,1966,8,REG,WSH,26,ARI,20,0
1966-10-30,1966,9,REG,DET,7,GB,31,0
1966-10-30,1966,9,REG,LAC,24,DEN,17,0
1966-10-30,1966,9,REG,NYJ,23,BUF,33,0
1966-10-30,1966,9,REG,KC,48,TEN,23,0
1966-10-30,1966,9,REG,PHI,13,WSH,27,0
1966-10-30,1966,9,REG,MIN,28,SF,3,0
1966-10-30,1966,9,REG,NE,24,OAK,21,0
1966-10-30,1966,9,REG,LAR,3,IND,17,0
1966-10-30,1966,9,REG,DAL,52,PIT,21,0
1966-10-30,1966,9,REG,ATL,17,CLE,49,0
1966-10-31,1966,9,REG,ARI,24,CHI,17,0
1966-11-06,1966,10,REG,PHI,24,DAL,23,0
1966-11-06,1966,10,REG,GB,17,MIN,20,0
1966-11-06,1966,10,REG,NE,10,DEN,17,0
1966-11-06,1966,10,REG,OAK,38,TEN,23,0
1966-11-06,1966,10,REG,NYG,17,ARI,20,0
1966-11-06,1966,10,REG,PIT,16,CLE,6,0
1966-11-06,1966,10,REG,MIA,0,BUF,29,0
1966-11-06,1966,10,REG,SF,21,LAR,13,0
1966-11-06,1966,10,REG,KC,24,LAC,14,0
1966-11-06,1966,10,REG,CHI,10,DET,10,0
1966-11-06,1966,10,REG,IND,37,WSH,10,0
1966-11-13,1966,11,REG,ATL,7,IND,19,0
1966-11-13,1966,11,REG,PIT,30,ARI,9,0
1966-11-13,1966,11,REG,WSH,30,DAL,31,0
1966-11-13,1966,11,REG,NE,27,TEN,21,0
1966-11-13,1966,11,REG,CLE,27,PHI,7,0
1966-11-13,1966,11,REG,CHI,30,SF,30,0
1966-11-13,1966,11,REG,KC,34,MIA,16,0
1966-11-13,1966,11,REG,LAC,19,OAK,41,0
1966-11-13,1966,11,REG,LAR,55,NYG,14,0
1966-11-13,1966,11,REG,BUF,14,NYJ,3,0
1966-11-13,1966,11,REG,MIN,31,DET,32,0
1966-11-20,1966,12,REG,CLE,14,WSH,3,0
1966-11-20,1966,12,REG,DEN,3,OAK,17,0
1966-11-20,1966,12,REG,SF,34,PHI,35,0
1966-11-20,1966,12,REG,KC,27,NE,27,0
1966-11-20,1966,12,REG,NYJ,30,MIA,13,0
1966-11-20,1966,12,REG,DET,20,IND,14,0
1966-11-20,1966,12,REG,GB,13,CHI,6,0
1966-11-20,1966,12,REG,TEN,20,BUF,42,0
1966-11-20,1966,12,REG,LAR,21,MIN,6,0
1966-11-20,1966,12,REG,NYG,16,ATL,27,0
1966-11-20,1966,12,REG,PIT,7,DAL,20,0
1966-11-24,1966,12,REG,OAK,10,BUF,31,0
1966-11-24,1966,12,REG,DAL,26,CLE,14,0
1966-11-24,1966,12,REG,DET,14,SF,41,0
1966-11-27,1966,13,REG,NYJ,24,KC,32,0
1966-11-27,1966,13,REG,IND,7,LAR,23,0
1966-11-27,1966,13,REG,DEN,20,LAC,17,0
1966-11-27,1966,13,REG,ARI,6,PIT,3,0
1966-11-27,1966,13,REG,MIA,14,NE,20,0
1966-11-27,1966,13,REG,MIN,16,GB,28,0
1966-11-27,1966,13,REG,CHI,23,ATL,6,0
1966-11-27,1966,13,REG,WSH,72,NYG,41,0
1966-12-03,1966,14,REG,OAK,28,NYJ,28,0
1966-12-04,1966,14,REG,PHI,27,PIT,23,0
1966-12-04,1966,14,REG,CLE,49,NYG,40,0
1966-12-04,1966,14,REG,TEN,22,LAC,28,0
1966-12-04,1966,14,REG,DAL,31,ARI,17,0
1966-12-04,1966,14,REG,DEN,17,MIA,7,0
1966-12-04,1966,14,REG,IND,21,CHI,16,0
1966-12-04,1966,14,REG,NE,14,BUF,3,0
1966-12-04,1966,14,REG,MIN,13,ATL,20,0
1966-12-04,1966,14,REG,LAR,23,DET,3,0
1966-12-04,1966,14,REG,GB,20,SF,7,0
1966-12-10,1966,15,REG,IND,10,GB,14,0
1966-12-11,1966,15,REG,DAL,31,WSH,34,0
1966-12-11,1966,15,REG,NYG,28,PIT,47,0
1966-12-11,1966,15,REG,TEN,14,NE,38,0
1966-12-11,1966,15,REG,MIA,18,KC,19,0
1966-12-11,1966,15,REG,OAK,28,DEN,10,0
1966-12-11,1966,15,REG,ATL,16,ARI,10,0
1966-12-11,1966,15,REG,PHI,33,CLE,21,0
1966-12-11,1966,15,REG,SF,41,CHI,14,0
1966-12-11,1966,15,REG,LAC,42,NYJ,27,0
1966-12-11,1966,15,REG,DET,16,MIN,28,0
1966-12-17,1966,16,REG,ARI,10,CLE,38,0
1966-12-17,1966,16,REG,NYJ,38,NE,28,0
1966-12-18,1966,16,REG,MIA,29,TEN,28,0
1966-12-18,1966,16,REG,BUF,38,DEN,21,0
1966-12-18,1966,16,REG,SF,14,IND,30,0
1966-12-18,1966,16,REG,ATL,33,PIT,57,0
1966-12-18,1966,16,REG,WSH,28,PHI,37,0
1966-12-18,1966,16,REG,LAC,17,KC,27,0
1966-12-18,1966,16,REG,LAR,23,GB,27,0
1966-12-18,1966,16,REG,CHI,41,MIN,28,0
1966-12-18,1966,16,REG,NYG,7,DAL,17,0
1967-01-01,1966,,POST,BUF,7,KC,31,0
1967-01-01,1966,,POST,DAL,27,GB,34,0
1967-01-15,1966,,POST,KC,10,GB,35,1
1967-09-03,1967,1,REG,DEN,26,NE,21,0
1967-09-09,1967,1,REG,TEN,20,KC,25,0
1967-09-09,1967,1,REG,LAC,28,NE,14,0
1967-09-10,1967,2,REG,OAK,51,DEN,0,0
1967-09-10,1967,2,REG,BUF,20,NYJ,17,0
1967-09-17,1967,3,REG,GB,17,DET,17,0
1967-09-17,1967,3,REG,PHI,35,WSH,24,0
1967-09-17,1967,3,REG,IND,38,ATL,31,0
1967-09-17,1967,3,REG,MIA,35,DEN,21,0
1967-09-17,1967,3,REG,CLE,14,DAL,21,0
1967-09-17,1967,3,REG,PIT,41,CHI,13,0
1967-09-17,1967,3,REG,OAK,35,NE,7,0
1967-09-17,1967,3,REG,NO,13,LAR,27,0
1967-09-17,1967,3,REG,ARI,20,NYG,37,0
1967-09-17,1967,3,REG,BUF,3,TEN,20,0
1967-09-17,1967,3,REG,MIN,21,SF,27,0
1967-09-22,1967,3,REG,LAR,39,MIN,3,0
1967-09-24,1967,4,REG,BUF,0,NE,23,0
1967-09-24,1967,4,REG,GB,13,CHI,10,0
1967-09-24,1967,4,REG,NO,10,WSH,30,0
1967-09-24,1967,4,REG,LAC,13,TEN,3,0
1967-09-24,1967,4,REG,DEN,24,NYJ,38,0
1967-09-24,1967,4,REG,DAL,38,NYG,24,0
1967-09-24,1967,4,REG,MIA,0,KC,24,0
1967-09-24,1967,4,REG,SF,38,ATL,7,0
1967-09-24,1967,4,REG,DET,31,CLE,14,0
1967-09-24,1967,4,REG,PHI,6,IND,38,0
1967-09-24,1967,4,REG,PIT,14,ARI,28,0
1967-10-01,1967,5,REG,PHI,34,PIT,24,0
1967-10-01,1967,5,REG,IND,41,SF,7,0
1967-10-01,1967,5,REG,WSH,38,NYG,34,0
1967-10-01,1967,5,REG,BUF,17,LAC,37,0
1967-10-01,1967,5,REG,MIN,7,CHI,17,0
1967-10-01,1967,5,REG,NYJ,29,MIA,7,0
1967-10-01,1967,5,REG,OAK,23,KC,21,0
1967-10-01,1967,5,REG,ARI,38,DET,28,0
1967-10-01,1967,5,REG,TEN,10,DEN,6,0
1967-10-01,1967,5,REG,NO,7,CLE,42,0
1967-10-01,1967,5,REG,GB,23,ATL,0,0
1967-10-01,1967,5,REG,DAL,13,LAR,35,0
1967-10-07,1967,5,REG,CLE,21,PIT,10,0
1967-10-07,1967,5,REG,NYJ,27,OAK,14,0
1967-10-08,1967,6,REG,DEN,16,BUF,17,0
1967-10-08,1967,6,REG,KC,41,MIA,0,0
1967-10-08,1967,6,REG,CHI,3,IND,24,0
1967-10-08,1967,6,REG,LAC,31,NE,31,0
1967-10-08,1967,6,REG,LAR,24,SF,27,0
1967-10-08,1967,6,REG,DET,17,GB,27,0
1967-10-08,1967,6,REG,WSH,14,DAL,17,0
1967-10-08,1967,6,REG,NYG,27,NO,21,0
1967-10-08,1967,6,REG,ATL,7,PHI,38,0
1967-10-08,1967,6,REG,MIN,24,ARI,34,0
1967-10-15,1967,7,REG,CLE,20,ARI,16,0
1967-10-15,1967,7,REG,IND,24,LAR,24,0
1967-10-15,1967,7,REG,NE,41,MIA,10,0
1967-10-15,1967,7,REG,CHI,14,DET,3,0
1967-10-15,1967,7,REG,GB,7,MIN,10,0
1967-10-15,1967,7,REG,DAL,14,NO,10,0
1967-10-15,1967,7,REG,PIT,24,NYG,27,0
1967-10-15,1967,7,REG,NYJ,28,TEN,28,0
1967-10-15,1967,7,REG,BUF,20,OAK,24,0
1967-10-15,1967,7,REG,PHI,27,SF,28,0
1967-10-15,1967,7,REG,ATL,20,WSH,20,0
1967-10-15,1967,7,REG,LAC,45,KC,31,0
1967-10-22,1967,8,REG,NYG,21,GB,48,0
1967-10-22,1967,8,REG,SF,27,NO,13,0
1967-10-22,1967,8,REG,MIA,14,NYJ,33,0
1967-10-22,1967,8,REG,NE,14,OAK,48,0
1967-10-22,1967,8,REG,ARI,48,PHI,14,0
1967-10-22,1967,8,REG,KC,19,TEN,24,0
1967-10-22,1967,8,REG,LAR,28,WSH,28,0
1967-10-22,1967,8,REG,DEN,21,LAC,38,0
1967-10-22,1967,8,REG,DET,24,ATL,3,0
1967-10-22,1967,8,REG,CLE,24,CHI,0,0
1967-10-22,1967,8,REG,MIN,20,IND,20,0
1967-10-22,1967,8,REG,PIT,21,DAL,24,0
1967-10-29,1967,9,REG,KC,52,DEN,9,0
1967-10-29,1967,9,REG,PHI,21,DAL,14,0
1967-10-29,1967,9,REG,WSH,13,IND,17,0
1967-10-29,1967,9,REG,NYG,38,CLE,34,0
1967-10-29,1967,9,REG,TEN,10,BUF,3,0
1967-10-29,1967,9,REG,CHI,17,LAR,28,0
1967-10-29,1967,9,REG,SF,3,DET,45,0
1967-10-29,1967,9,REG,OAK,51,LAC,10,0
1967-10-29,1967,9,REG,ATL,21,MIN,20,0
1967-10-29,1967,9,REG,NYJ,30,NE,23,0
1967-10-29,1967,9,REG,NO,10,PIT,14,0
1967-10-30,1967,9,REG,ARI,23,GB,31,0
1967-11-05,1967,10,REG,IND,13,GB,10,0
1967-11-05,1967,10,REG,WSH,21,ARI,27,0
1967-11-05,1967,10,REG,PIT,14,CLE,34,0
1967-11-05,1967,10,REG,DEN,17,OAK,21,0
1967-11-05,1967,10,REG,DET,13,CHI,27,0
1967-11-05,1967,10,REG,DAL,37,ATL,7,0
1967-11-05,1967,10,REG,NO,31,PHI,24,0
1967-11-05,1967,10,REG,NE,18,TEN,7,0
1967-11-05,1967,10,REG,KC,42,NYJ,18,0
1967-11-05,1967,10,REG,MIN,27,NYG,24,0
1967-11-05,1967,10,REG,SF,7,LAR,17,0
1967-11-05,1967,10,REG,BUF,35,MIA,13,0
1967-11-12,1967,11,REG,NE,10,KC,33,0
1967-11-12,1967,11,REG,NYJ,20,BUF,10,0
1967-11-12,1967,11,REG,GB,55,CLE,7,0
1967-11-12,1967,11,REG,ATL,7,IND,49,0
1967-11-12,1967,11,REG,NO,10,DAL,27,0
1967-11-12,1967,11,REG,MIN,10,DET,10,0
1967-11-12,1967,11,REG,LAC,24,MIA,0,0
1967-11-12,1967,11,REG,CHI,34,NYG,7,0
1967-11-12,1967,11,REG,DEN,18,TEN,20,0
1967-11-12,1967,11,REG,ARI,14,PIT,14,0
1967-11-12,1967,11,REG,WSH,31,SF,28,0
1967-11-12,1967,11,REG,LAR,33,PHI,17,0
1967-11-19,1967,12,REG,NYG,28,PIT,20,0
1967-11-19,1967,12,REG,PHI,48,NO,21,0
1967-11-19,1967,12,REG,CLE,14,MIN,10,0
1967-11-19,1967,12,REG,OAK,31,MIA,17,0
1967-11-19,1967,12,REG,IND,41,DET,7,0
1967-11-19,1967,12,REG,CHI,30,ARI,3,0
1967-11-19,1967,12,REG,BUF,20,DEN,21,0
1967-11-19,1967,12,REG,DAL,20,WSH,27,0
1967-11-19,1967,12,REG,GB,13,SF,0,0
1967-11-19,1967,12,REG,NE,24,NYJ,29,0
1967-11-19,1967,12,REG,ATL,3,LAR,31,0
1967-11-19,1967,12,REG,KC,16,LAC,17,0
1967-11-23,1967,12,REG,KC,22,OAK,44,0
1967-11-23,1967,12,REG,DAL,46,ARI,21,0
1967-11-23,1967,12,REG,DET,7,LAR,31,0
1967-11-23,1967,12,REG,LAC,24,DEN,20,0
1967-11-26,1967,13,REG,PIT,27,MIN,41,0
1967-11-26,1967,13,REG,NYG,44,PHI,7,0
1967-11-26,1967,13,REG,TEN,27,NE,6,0
1967-11-26,1967,13,REG,CHI,13,GB,17,0
1967-11-26,1967,13,REG,MIA,17,BUF,14,0
1967-11-26,1967,13,REG,NO,27,ATL,24,0
1967-11-26,1967,13,REG,SF,9,IND,26,0
1967-11-26,1967,13,REG,CLE,42,WSH,37,0
1967-12-03,1967,14,REG,SF,14,CHI,28,0
1967-12-03,1967,14,REG,LAR,20,ATL,3,0
1967-12-03,1967,14,REG,LAC,21,OAK,41,0
1967-12-03,1967,14,REG,WSH,35,PHI,35,0
1967-12-03,1967,14,REG,CLE,24,NYG,14,0
