date,season,week,game_type,home_team,home_score,away_team,away_score,neutral_site
1920-09-26,1920,1,REG,RII,48,STP,0,0
1920-10-03,1920,2,REG,AKR,43,WHE,0,0
1920-10-03,1920,2,REG,RCH,10,ABU,0,0
1920-10-03,1920,2,REG,DAY,14,COL,0,0
1920-10-03,1920,2,REG,RII,45,MUN,0,0
1920-10-03,1920,2,REG,CHI,20,MUT,0,0
1920-10-03,1920,2,REG,CBD,48,PTQ,0,0
1920-10-03,1920,2,REG,BFF,32,WBU,6,0
1920-10-10,1920,3,REG,CBD,42,TLM,0,0
1920-10-10,1920,3,REG,BFF,51,ABU,0,0
1920-10-10,1920,3,REG,DHR,40,CLP,14,0
1920-10-10,1920,3,REG,AKR,37,COL,0,0
1920-10-10,1920,3,REG,CHT,0,ARI,0,0
1920-10-10,1920,3,REG,DAY,0,CTI,0,0
1920-10-10,1920,3,REG,RCH,66,FTP,0,0
1920-10-10,1920,3,REG,RII,26,HAM,0,0
1920-10-10,1920,3,REG,CHI,25,KEW,7,0
1920-10-17,1920,4,REG,ARI,33,MUT,3,0
1920-10-17,1920,4,REG,RII,0,CHI,7,0
1920-10-17,1920,4,REG,RCH,0,UTI,0,0
1920-10-17,1920,4,REG,CBD,7,CTI,0,0
1920-10-17,1920,4,REG,AKR,13,CNC,0,0
1920-10-17,1920,4,REG,FTW,14,COL,0,0
1920-10-17,1920,4,REG,CHT,12,DHR,0,0
1920-10-17,1920,4,REG,DAY,44,HAM,0,0
1920-10-17,1920,4,REG,BFF,28,MCK,7,0
1920-10-24,1920,5,REG,DHR,6,COL,0,0
1920-10-24,1920,5,REG,RCH,21,SYR,7,0
1920-10-24,1920,5,REG,BFF,38,TLM,0,0
1920-10-24,1920,5,REG,AKR,7,CTI,0,0
1920-10-24,1920,5,REG,DAY,20,CBD,20,0
1920-10-24,1920,5,REG,CHT,0,CHI,10,0
1920-10-24,1920,5,REG,RII,7,ARI,0,0
1920-10-31,1920,6,REG,DAY,23,CNC,7,0
1920-10-31,1920,6,REG,BFF,17,RCH,6,0
1920-10-31,1920,6,REG,LOG,9,HAM,14,0
1920-10-31,1920,6,REG,ARI,21,DHR,0,0
1920-10-31,1920,6,REG,RCK,0,CHI,29,0
1920-10-31,1920,6,REG,CTI,7,COL,0,0
1920-10-31,1920,6,REG,CBD,0,AKR,10,0
1920-10-31,1920,6,REG,RII,20,CHT,7,0
1920-11-07,1920,7,REG,CTI,0,CBD,18,0
1920-11-07,1920,7,REG,RCH,27,UTI,7,0
1920-11-07,1920,7,REG,RII,0,CHI,0,0
1920-11-07,1920,7,REG,CHT,3,ARI,6,0
1920-11-07,1920,7,REG,BFF,35,ATN,0,0
1920-11-07,1920,7,REG,PUL,13,HAM,14,0
1920-11-07,1920,7,REG,ZAN,0,COL,10,0
1920-11-11,1920,7,REG,CHL,0,CHI,20,0
1920-11-11,1920,7,REG,THO,7,RII,7,0
1920-11-14,1920,8,REG,MNM,0,CHI,3,0
1920-11-14,1920,8,REG,CBD,21,CHT,0,0
1920-11-14,1920,8,REG,ARI,20,CNC,0,0
1920-11-14,1920,8,REG,CTI,7,AKR,7,0
1920-11-14,1920,8,REG,RII,0,DAY,21,0
1920-11-14,1920,8,REG,FTW,0,DHR,0,0
1920-11-14,1920,8,REG,GAR,7,HAM,6,0
1920-11-14,1920,8,REG,BFF,43,COL,7,0
1920-11-14,1920,8,REG,RCH,0,ATN,6,0
1920-11-21,1920,9,REG,ZAN,0,COL,0,0
1920-11-21,1920,9,REG,CHI,28,HAM,7,0
1920-11-21,1920,9,REG,CTI,14,TLM,0,0
1920-11-21,1920,9,REG,BFF,0,CBD,3,0
1920-11-21,1920,9,REG,ARI,14,LAN,0,0
1920-11-21,1920,9,REG,RCH,16,ROS,0,0
1920-11-21,1920,9,REG,AKR,13,DAY,0,0
1920-11-25,1920,9,REG,ELY,0,COL,0,0
1920-11-25,1920,9,REG,DAY,28,DHR,0,0
1920-11-25,1920,9,REG,CHB,27,HAM,0,0
1920-11-25,1920,9,REG,RCH,3,ATN,14,0
1920-11-25,1920,9,REG,AKR,7,CBD,0,0
1920-11-25,1920,9,REG,CHT,0,CHI,6,0
1920-11-28,1920,10,REG,ROS,6,RCH,7,0
1920-11-28,1920,10,REG,RII,48,WJA,7,0
1920-11-28,1920,10,REG,DHR,0,LAN,0,0
1920-11-28,1920,10,REG,BFF,7,CTI,0,0
1920-11-28,1920,10,REG,ARI,7,CHI,6,0
1920-11-28,1920,10,REG,DAY,0,AKR,14,0
1920-11-28,1920,10,REG,CHT,27,THO,0,0
1920-12-04,1920,10,REG,BFF,7,CBD,3,0
1920-12-05,1920,11,REG,BFF,0,AKR,0,0
1920-12-05,1920,11,REG,DHR,7,DTM,7,0
1920-12-05,1920,11,REG,COL,24,CWP,0,0
1920-12-05,1920,11,REG,ROS,0,RCH,0,0
1920-12-05,1920,11,REG,ARI,0,CHI,10,0
1920-12-05,1920,11,REG,WGC,0,CBD,0,0
1920-12-11,1920,11,REG,UAP,13,CBD,7,0
1920-12-12,1920,12,REG,CHI,0,AKR,0,0
1920-12-18,1920,12,REG,RIC,0,CBD,39,0
1920-12-19,1920,13,REG,CST,14,ARI,14,0
1921-09-25,1921,1,REG,AKR,14,COL,0,0
1921-10-02,1921,2,REG,AKR,41,CCL,0,0
1921-10-02,1921,2,REG,ECG,21,LOU,0,0
1921-10-02,1921,2,REG,ARI,20,MNN,0,0
1921-10-02,1921,2,REG,BFF,17,HAM,0,0
1921-10-02,1921,2,REG,RII,0,DTI,0,0
1921-10-02,1921,2,REG,DAY,42,COL,13,0
1921-10-09,1921,3,REG,ECG,14,MUN,0,0
1921-10-09,1921,3,REG,CBD,7,HAM,7,0
1921-10-09,1921,3,REG,DTI,10,DAY,7,0
1921-10-09,1921,3,REG,BFF,38,COL,0,0
1921-10-09,1921,3,REG,ARI,0,AKR,23,0
1921-10-10,1921,3,REG,CHI,14,RII,10,0
1921-10-16,1921,4,REG,CHI,16,RCH,13,0
1921-10-16,1921,4,REG,ECG,0,HAM,3,0
1921-10-16,1921,4,REG,CTI,35,COL,9,0
1921-10-16,1921,4,REG,MUN,0,CCL,14,0
1921-10-16,1921,4,REG,DAY,14,CBD,14,0
1921-10-16,1921,4,REG,DTI,0,AKR,20,0
1921-10-16,1921,4,REG,ARI,7,RII,14,0
1921-10-16,1921,4,REG,BFF,55,NG1,0,0
1921-10-23,1921,5,REG,DTI,0,RII,14,0
1921-10-23,1921,5,REG,BFF,28,RCH,0,0
1921-10-23,1921,5,REG,CBD,0,AKR,3,0
1921-10-23,1921,5,REG,CTI,28,CCL,0,0
1921-10-23,1921,5,REG,ARI,17,COL,6,0
1921-10-23,1921,5,REG,CHI,7,DAY,0,0
1921-10-23,1921,5,REG,GB,7,MNN,6,0
1921-10-30,1921,6,REG,GB,3,RII,13,0
1921-10-30,1921,6,REG,AKR,19,RCH,0,0
1921-10-30,1921,6,REG,BFF,21,DTI,0,0
1921-10-30,1921,6,REG,DAY,3,CTI,2,0
1921-10-30,1921,6,REG,MNN,28,COL,0,0
1921-11-06,1921,7,REG,CHI,20,DTI,9,0
1921-11-06,1921,7,REG,CBD,14,DAY,0,0
1921-11-06,1921,7,REG,BFF,10,CTI,6,0
1921-11-06,1921,7,REG,RCH,45,TON,0,0
1921-11-06,1921,7,REG,COL,0,AKR,21,0
1921-11-06,1921,7,REG,RII,14,MNN,3,0
1921-11-06,1921,7,REG,ARI,7,HAM,0,0
1921-11-06,1921,7,REG,GB,43,ECG,6,0
1921-11-13,1921,8,REG,GB,14,HAM,7,0
1921-11-13,1921,8,REG,BFF,0,AKR,0,0
1921-11-13,1921,8,REG,CTI,0,CBD,7,0
1921-11-13,1921,8,REG,CHI,3,RII,0,0
1921-11-13,1921,8,REG,DAY,27,DTI,0,0
1921-11-20,1921,9,REG,ARI,3,GB,3,0
1921-11-20,1921,9,REG,CHI,22,CTI,7,0
1921-11-20,1921,9,REG,BFF,7,CBD,7,0
1921-11-20,1921,9,REG,DAY,3,AKR,0,0
1921-11-20,1921,9,REG,RCH,27,COL,13,0
1921-11-24,1921,9,REG,AKR,0,CBD,14,0
1921-11-24,1921,9,REG,CHI,6,BFF,7,0
1921-11-27,1921,10,REG,ECG,48,CCL,0,0
1921-11-27,1921,10,REG,SEN,0,CBD,15,0
1921-11-27,1921,10,REG,CHI,20,GB,0,0
1921-11-27,1921,10,REG,BFF,7,DAY,0,0
1921-12-03,1921,10,REG,BFF,14,AKR,0,0
1921-12-03,1921,10,REG,NG1,0,CTI,17,0
1921-12-04,1921,11,REG,LOU,0,COL,6,0
1921-12-04,1921,11,REG,CHI,10,BFF,7,0
1921-12-04,1921,11,REG,ARI,0,AKR,7,0
1921-12-11,1921,12,REG,SEN,7,CTI,0,0
1921-12-11,1921,12,REG,CHI,10,CBD,0,0
1921-12-18,1921,13,REG,CHI,0,ARI,0,0
1921-12-18,1921,13,REG,SEN,14,CBD,28,0
1922-10-01,1922,1,REG,AKR,36,COL,0,0
1922-10-01,1922,1,REG,RAC,0,CHI,6,0
1922-10-01,1922,1,REG,TOL,15,ECG,0,0
1922-10-01,1922,1,REG,RII,19,GB,14,0
1922-10-01,1922,1,REG,CBD,38,LOU,0,0
1922-10-01,1922,1,REG,ARI,3,MIL,0,0
1922-10-01,1922,1,REG,DAY,36,OOR,0,0
1922-10-01,1922,1,REG,BFF,7,HAM,0,0
1922-10-08,1922,2,REG,TOL,12,MIL,12,0
1922-10-08,1922,2,REG,OOR,20,COL,6,0
1922-10-08,1922,2,REG,RII,6,CHI,10,0
1922-10-08,1922,2,REG,GB,6,RAC,10,0
1922-10-08,1922,2,REG,DAY,0,CBD,0,0
1922-10-12,1922,2,REG,AKR,13,RCH,13,0
1922-10-15,1922,3,REG,ARI,16,GB,3,0
1922-10-15,1922,3,REG,DAY,17,MNN,0,0
1922-10-15,1922,3,REG,CBD,14,OOR,0,0
1922-10-15,1922,3,REG,MIL,20,RAC,0,0
1922-10-15,1922,3,REG,CHI,7,RCH,0,0
1922-10-15,1922,3,REG,BFF,19,COL,0,0
1922-10-15,1922,3,REG,RII,60,ECG,0,0
1922-10-15,1922,3,REG,TOL,14,HAM,0,0
1922-10-22,1922,4,REG,MIL,0,GB,0,0
1922-10-22,1922,4,REG,DAY,20,HAM,0,0
1922-10-22,1922,4,REG,ARI,3,MNN,0,0
1922-10-22,1922,4,REG,RAC,0,TOL,7,0
1922-10-22,1922,4,REG,RII,26,RCH,0,0
1922-10-22,1922,4,REG,CHI,7,BFF,0,0
1922-10-22,1922,4,REG,AKR,0,CBD,22,0
1922-10-29,1922,5,REG,AKR,62,OOR,0,0
1922-10-29,1922,5,REG,TOL,39,LOU,0,0
1922-10-29,1922,5,REG,ARI,37,COL,6,0
1922-10-29,1922,5,REG,MIL,0,HAM,0,0
1922-10-29,1922,5,REG,RAC,9,RCH,0,0
1922-10-29,1922,5,REG,GB,0,RII,0,0
1922-10-29,1922,5,REG,DAY,0,BFF,7,0
1922-10-29,1922,5,REG,CHI,6,CBD,7,0
1922-11-05,1922,6,REG,CBD,0,TOL,0,0
1922-11-05,1922,6,REG,ARI,9,BFF,7,0
1922-11-05,1922,6,REG,GB,3,COL,0,0
1922-11-05,1922,6,REG,MNN,13,OOR,6,0
1922-11-05,1922,6,REG,CHI,9,DAY,0,0
1922-11-05,1922,6,REG,RAC,57,LOU,0,0
1922-11-05,1922,6,REG,AKR,22,HAM,0,0
1922-11-11,1922,6,REG,RAC,34,COL,0,0
1922-11-12,1922,7,REG,GB,14,MNN,6,0
1922-11-12,1922,7,REG,CBD,3,BFF,0,0
1922-11-12,1922,7,REG,CHI,33,OOR,6,0
1922-11-12,1922,7,REG,LOU,13,ECG,6,0
1922-11-12,1922,7,REG,RII,43,DAY,0,0
1922-11-12,1922,7,REG,ARI,7,AKR,0,0
1922-11-19,1922,8,REG,MIL,13,OOR,0,0
1922-11-19,1922,8,REG,CHI,3,RII,0,0
1922-11-19,1922,8,REG,RAC,3,GB,3,0
1922-11-19,1922,8,REG,ARI,0,CBD,7,0
1922-11-19,1922,8,REG,BFF,3,AKR,3,0
1922-11-26,1922,9,REG,CHI,20,AKR,10,0
1922-11-26,1922,9,REG,TOL,7,COL,6,0
1922-11-26,1922,9,REG,CBD,20,ARI,3,0
1922-11-26,1922,9,REG,RAC,6,HAM,0,0
1922-11-26,1922,9,REG,GB,13,MIL,0,0
1922-11-26,1922,9,REG,BFF,7,OOR,19,0
1922-11-30,1922,9,REG,RAC,3,MIL,0,0
1922-11-30,1922,9,REG,COL,6,OOR,18,0
1922-11-30,1922,9,REG,ARI,6,CHI,0,0
1922-11-30,1922,9,REG,RCH,0,BFF,21,0
1922-11-30,1922,9,REG,CBD,14,AKR,0,0
1922-12-03,1922,10,REG,BFF,16,AKR,0,0
1922-12-03,1922,10,REG,CHI,22,TOL,0,0
1922-12-03,1922,10,REG,CBD,40,MIL,6,0
1922-12-03,1922,10,REG,RAC,0,GB,14,0
1922-12-03,1922,10,REG,ARI,3,DAY,7,0
1922-12-10,1922,11,REG,TOL,0,CBD,19,0
1922-12-10,1922,11,REG,ARI,9,CHI,0,0
1923-09-30,1923,1,REG,DUL,10,AKR,7,0
1923-09-30,1923,1,REG,MIL,13,OOR,2,0
1923-09-30,1923,1,REG,RII,3,CHI,0,0
1923-09-30,1923,1,REG,DAY,7,COL,6,0
1923-09-30,1923,1,REG,CBD,17,HAM,0,0
1923-09-30,1923,1,REG,GB,12,MNN,0,0
1923-09-30,1923,1,REG,RAC,7,TOL,7,0
1923-09-30,1923,1,REG,ARI,3,BFF,0,0
1923-10-07,1923,2,REG,CBD,37,LOU,0,0
1923-10-07,1923,2,REG,GB,0,SLA,0,0
1923-10-07,1923,2,REG,ARI,60,RCH,0,0
1923-10-07,1923,2,REG,MNN,0,DUL,10,0
1923-10-07,1923,2,REG,HAM,7,DAY,0,0
1923-10-07,1923,2,REG,MIL,0,COL,0,0
1923-10-07,1923,2,REG,RII,0,CIB,0,0
1923-10-07,1923,2,REG,RAC,0,CHI,3,0
1923-10-07,1923,2,REG,BFF,9,AKR,0,0
1923-10-07,1923,2,REG,TOL,7,OOR,0,0
1923-10-14,1923,3,REG,MIL,7,RAC,7,0
1923-10-14,1923,3,REG,SLA,0,HAM,0,0
1923-10-14,1923,3,REG,CBD,30,DAY,0,0
1923-10-14,1923,3,REG,GB,0,CHI,3,0
1923-10-14,1923,3,REG,COL,0,BFF,3,0
1923-10-14,1923,3,REG,ARI,19,AKR,0,0
1923-10-14,1923,3,REG,MNN,23,OOR,0,0
1923-10-14,1923,3,REG,RII,56,RCH,0,0
1923-10-21,1923,4,REG,BFF,57,OOR,0,0
1923-10-21,1923,4,REG,ARI,9,MNN,0,0
1923-10-21,1923,4,REG,GB,12,MIL,0,0
1923-10-21,1923,4,REG,COL,34,LOU,0,0
1923-10-21,1923,4,REG,TOL,6,DAY,3,0
1923-10-21,1923,4,REG,CHI,0,CBD,6,0
1923-10-21,1923,4,REG,RAC,9,AKR,7,0
1923-10-21,1923,4,REG,DUL,3,HAM,0,0
1923-10-21,1923,4,REG,CIB,6,SLA,0,0
1923-10-28,1923,5,REG,CHI,18,BFF,3,0
1923-10-28,1923,5,REG,TOL,0,COL,3,0
1923-10-28,1923,5,REG,MIL,6,SLA,0,0
1923-10-28,1923,5,REG,GB,3,RAC,24,0
1923-10-28,1923,5,REG,CIB,27,OOR,0,0
1923-10-28,1923,5,REG,DUL,9,MNN,0,0
1923-10-28,1923,5,REG,ARI,13,DAY,3,0
1923-10-28,1923,5,REG,CBD,7,AKR,3,0
1923-11-04,1923,6,REG,CHI,26,OOR,0,0
1923-11-04,1923,6,REG,RII,3,MIL,14,0
1923-11-04,1923,6,REG,SLA,0,GB,3,0
1923-11-04,1923,6,REG,ARI,3,CBD,7,0
1923-11-04,1923,6,REG,CIB,0,BFF,0,0
1923-11-04,1923,6,REG,MNN,13,RAC,6,0
1923-11-11,1923,7,REG,MNN,6,RII,6,0
1923-11-11,1923,7,REG,SLA,14,OOR,7,0
1923-11-11,1923,7,REG,CHI,20,AKR,6,0
1923-11-11,1923,7,REG,CIB,0,DAY,0,0
1923-11-11,1923,7,REG,MIL,6,DUL,3,0
1923-11-11,1923,7,REG,RAC,0,GB,16,0
1923-11-11,1923,7,REG,COL,16,TOL,0,0
1923-11-11,1923,7,REG,ARI,6,HAM,0,0
1923-11-11,1923,7,REG,BFF,3,CBD,3,0
1923-11-18,1923,8,REG,ARI,10,DUL,0,0
1923-11-18,1923,8,REG,BFF,3,DAY,0,0
1923-11-18,1923,8,REG,CBD,41,OOR,0,0
1923-11-18,1923,8,REG,CIB,9,COL,3,0
1923-11-18,1923,8,REG,CHI,7,RII,3,0
1923-11-18,1923,8,REG,MIL,7,GB,10,0
1923-11-24,1923,8,REG,RCH,6,TOL,12,0
1923-11-24,1923,8,REG,SLA,0,MIL,17,0
1923-11-25,1923,9,REG,CHI,14,HAM,7,0
1923-11-25,1923,9,REG,GB,10,DUL,0,0
1923-11-25,1923,9,REG,RII,6,MNN,6,0
1923-11-25,1923,9,REG,COL,27,OOR,3,0
1923-11-25,1923,9,REG,ARI,4,RAC,10,0
1923-11-25,1923,9,REG,BFF,3,TOL,3,0
1923-11-25,1923,9,REG,CIB,10,CBD,46,0
1923-11-29,1923,9,REG,CBD,28,TOL,0,0
1923-11-29,1923,9,REG,AKR,2,BFF,0,0
1923-11-29,1923,9,REG,CHI,3,ARI,0,0
1923-11-29,1923,9,REG,GB,19,HAM,0,0
1923-11-29,1923,9,REG,RAC,0,MIL,16,0
1923-12-01,1923,9,REG,RCH,0,BFF,13,0
1923-12-02,1923,10,REG,CHI,0,MIL,0,0
1923-12-02,1923,10,REG,COL,30,DAY,3,0
1923-12-02,1923,10,REG,ARI,22,OOR,19,0
1923-12-02,1923,10,REG,RAC,23,MNN,0,0
1923-12-02,1923,10,REG,CBD,14,BFF,0,0
1923-12-09,1923,11,REG,ARI,12,MIL,14,0
1923-12-09,1923,11,REG,LOU,0,OOR,19,0
1923-12-09,1923,11,REG,CHI,29,RII,7,0
1923-12-09,1923,11,REG,COL,0,CBD,10,0
1924-09-27,1924,1,REG,FYJ,21,RCH,0,0
1924-09-28,1924,1,REG,RII,0,CHI,0,0
1924-09-28,1924,1,REG,DUL,6,GB,3,0
1924-09-28,1924,1,REG,RAC,10,HAM,0,0
1924-09-28,1924,1,REG,ARI,17,MIL,7,0
1924-10-04,1924,2,REG,FYJ,31,KEN,6,0
1924-10-05,1924,2,REG,MNN,0,DUL,3,0
1924-10-05,1924,2,REG,CIB,16,CHI,14,0
1924-10-05,1924,2,REG,RCH,0,AKR,3,0
1924-10-05,1924,2,REG,BFF,13,COL,0,0
1924-10-05,1924,2,REG,RII,9,RAC,0,0
1924-10-05,1924,2,REG,MIL,3,KCB,0,0
1924-10-05,1924,2,REG,ARI,3,GB,0,0
1924-10-05,1924,2,REG,DAY,19,FYJ,7,0
1924-10-11,1924,3,REG,FYJ,3,CIB,3,0
1924-10-12,1924,3,REG,BFF,0,DAY,7,0
1924-10-12,1924,3,REG,CIB,29,AKR,14,0
1924-10-12,1924,3,REG,RCH,7,COL,15,0
1924-10-12,1924,3,REG,CHI,10,RAC,10,0
1924-10-12,1924,3,REG,ARI,13,MNN,0,0
1924-10-12,1924,3,REG,MIL,21,KEN,0,0
1924-10-12,1924,3,REG,GB,16,KCB,0,0
1924-10-12,1924,3,REG,RII,26,HAM,0,0
1924-10-18,1924,4,REG,FYJ,23,COL,7,0
1924-10-19,1924,4,REG,RII,20,DAY,0,0
1924-10-19,1924,4,REG,RAC,13,KCB,3,0
1924-10-19,1924,4,REG,GB,17,MIL,0,0
1924-10-19,1924,4,REG,BFF,26,RCH,0,0
1924-10-19,1924,4,REG,KEN,6,HAM,6,0
1924-10-19,1924,4,REG,CHI,6,ARI,0,0
1924-10-26,1924,5,REG,DUL,32,KEN,0,0
1924-10-26,1924,5,REG,GB,19,MNN,0,0
1924-10-26,1924,5,REG,CIB,59,RCH,0,0
1924-10-26,1924,5,REG,KCB,23,RII,7,0
1924-10-26,1924,5,REG,BFF,17,AKR,13,0
1924-10-26,1924,5,REG,ARI,3,HAM,6,0
1924-10-26,1924,5,REG,MIL,0,RAC,10,0
1924-10-26,1924,5,REG,DAY,6,COL,17,0
1924-10-26,1924,5,REG,CHI,33,FYJ,3,0
1924-11-01,1924,6,REG,FYJ,23,AKR,0,0
1924-11-02,1924,6,REG,MNN,0,DUL,6,0
1924-11-02,1924,6,REG,CIB,35,DAY,0,0
1924-11-02,1924,6,REG,COL,30,AKR,0,0
1924-11-02,1924,6,REG,KCB,0,HAM,6,0
1924-11-02,1924,6,REG,CHI,3,RII,3,0
1924-11-02,1924,6,REG,GB,6,RAC,3,0
1924-11-02,1924,6,REG,ARI,8,MIL,17,0
1924-11-02,1924,6,REG,BFF,0,FYJ,24,0
1924-11-08,1924,7,REG,FYJ,42,KCB,7,0
1924-11-09,1924,7,REG,ARI,23,DAY,0,0
1924-11-09,1924,7,REG,GB,13,DUL,0,0
1924-11-09,1924,7,REG,BFF,27,KEN,0,0
1924-11-09,1924,7,REG,AKR,7,CIB,20,0
1924-11-09,1924,7,REG,CHI,12,COL,6,0
1924-11-09,1924,7,REG,RAC,3,RII,6,0
1924-11-09,1924,7,REG,MIL,28,MNN,7,0
1924-11-11,1924,7,REG,KCB,7,MIL,3,0
1924-11-15,1924,8,REG,FYJ,39,MNN,7,0
1924-11-16,1924,8,REG,CHI,3,RAC,3,0
1924-11-16,1924,8,REG,MIL,10,GB,17,0
1924-11-16,1924,8,REG,BFF,14,DAY,6,0
1924-11-16,1924,8,REG,ARI,13,AKR,0,0
1924-11-16,1924,8,REG,COL,16,RCH,0,0
1924-11-16,1924,8,REG,CIB,7,FYJ,12,0
1924-11-16,1924,8,REG,RII,17,KCB,0,0
1924-11-22,1924,9,REG,FYJ,21,MIL,6,0
1924-11-22,1924,9,REG,RCH,0,BFF,16,0
1924-11-23,1924,9,REG,RII,0,DUL,9,0
1924-11-23,1924,9,REG,CIB,7,COL,0,0
1924-11-23,1924,9,REG,CHI,3,GB,0,0
1924-11-23,1924,9,REG,BFF,0,MIL,23,0
1924-11-23,1924,9,REG,ARI,10,RAC,10,0
1924-11-27,1924,9,REG,CIB,53,MIL,10,0
1924-11-27,1924,9,REG,AKR,22,BFF,0,0
1924-11-27,1924,9,REG,ARI,0,CHI,21,0
1924-11-27,1924,9,REG,KCB,6,GB,17,0
1924-11-27,1924,9,REG,FYJ,32,DAY,7,0
1924-11-29,1924,10,REG,FYJ,45,BFF,7,0
1924-11-30,1924,10,REG,CHI,31,MIL,14,0
1924-11-30,1924,10,REG,RAC,7,GB,0,0
1925-09-20,1925,1,REG,GB,14,HAM,0,0
1925-09-20,1925,1,REG,RII,0,CHI,0,0
1925-09-26,1925,1,REG,FYJ,27,BFF,7,0
1925-09-27,1925,2,REG,DPN,7,COL,0,0
1925-09-27,1925,2,REG,GB,14,CHI,10,0
1925-09-27,1925,2,REG,PTB,28,BFF,0,0
1925-09-27,1925,2,REG,ARI,6,HAM,10,0
1925-09-27,1925,2,REG,AKR,7,CIB,0,0
1925-09-27,1925,2,REG,CBD,14,RCH,7,0
1925-09-27,1925,2,REG,DUL,0,KCB,3,0
1925-09-27,1925,2,REG,RII,0,DAY,0,0
1925-10-03,1925,2,REG,FYJ,7,PRV,0,0
1925-10-04,1925,3,REG,CIB,3,COL,0,0
1925-10-04,1925,3,REG,RII,3,GB,0,0
1925-10-04,1925,3,REG,AKR,14,KCB,7,0
1925-10-04,1925,3,REG,DPN,0,CHI,0,0
1925-10-04,1925,3,REG,BFF,0,RCH,0,0
1925-10-04,1925,3,REG,PTB,0,PRV,6,0
1925-10-04,1925,3,REG,ARI,34,MIL,0,0
1925-10-04,1925,3,REG,CBD,14,DAY,0,0
1925-10-10,1925,3,REG,FYJ,12,CBD,7,0
1925-10-11,1925,4,REG,BFF,0,AKR,0,0
1925-10-11,1925,4,REG,CIB,16,KCB,13,0
1925-10-11,1925,4,REG,DUL,0,RII,12,0
1925-10-11,1925,4,REG,PRV,14,NYG,0,0
1925-10-11,1925,4,REG,GB,31,MIL,0,0
1925-10-11,1925,4,REG,CHI,28,HAM,7,0
1925-10-11,1925,4,REG,DPN,3,FYJ,0,0
1925-10-11,1925,4,REG,ARI,19,COL,9,0
1925-10-11,1925,4,REG,PTB,28,CBD,0,0
1925-10-17,1925,4,REG,FYJ,5,NYG,3,0
1925-10-18,1925,5,REG,CHI,7,CIB,0,0
1925-10-18,1925,5,REG,CBD,3,AKR,20,0
1925-10-18,1925,5,REG,BFF,17,COL,6,0
1925-10-18,1925,5,REG,DPN,6,DAY,0,0
1925-10-18,1925,5,REG,ARI,20,KCB,7,0
1925-10-18,1925,5,REG,PRV,0,PTB,34,0
1925-10-18,1925,5,REG,GB,20,RII,0,0
1925-10-18,1925,5,REG,NYG,0,FYJ,14,0
1925-10-24,1925,5,REG,FYJ,3,DAY,0,0
1925-10-25,1925,6,REG,RII,3,KCB,3,0
1925-10-25,1925,6,REG,GB,33,RCH,13,0
1925-10-25,1925,6,REG,ARI,9,CHI,0,0
1925-10-25,1925,6,REG,DPN,0,AKR,0,0
1925-10-31,1925,6,REG,FYJ,19,COL,0,0
1925-11-01,1925,7,REG,ARI,10,DUL,6,0
1925-11-01,1925,7,REG,DPN,26,HAM,6,0
1925-11-01,1925,7,REG,AKR,17,DAY,3,0
1925-11-01,1925,7,REG,BFF,3,FYJ,12,0
1925-11-01,1925,7,REG,MIL,0,GB,6,0
1925-11-01,1925,7,REG,CHI,6,RII,0,0
1925-11-01,1925,7,REG,NYG,19,CIB,0,0
1925-11-01,1925,7,REG,PTB,20,COL,0,0
1925-11-01,1925,7,REG,PRV,17,RCH,0,0
1925-11-03,1925,7,REG,NYG,7,BFF,0,0
1925-11-07,1925,7,REG,FYJ,17,AKR,7,0
1925-11-08,1925,8,REG,DPN,21,MIL,0,0
1925-11-08,1925,8,REG,PTB,21,AKR,0,0
1925-11-08,1925,8,REG,PRV,10,BFF,0,0
1925-11-08,1925,8,REG,CBD,6,CIB,0,0
1925-11-08,1925,8,REG,NYG,19,COL,0,0
1925-11-08,1925,8,REG,CHI,19,FYJ,0,0
1925-11-08,1925,8,REG,ARI,9,GB,6,0
1925-11-11,1925,8,REG,NYG,13,RCH,0,0
1925-11-11,1925,8,REG,DPN,22,CIB,13,0
1925-11-14,1925,8,REG,FYJ,20,PTB,0,0
1925-11-15,1925,9,REG,NYG,13,PRV,12,0
1925-11-15,1925,9,REG,PTB,14,RCH,6,0
1925-11-15,1925,9,REG,RII,35,KCB,12,0
1925-11-15,1925,9,REG,ARI,23,BFF,6,0
1925-11-15,1925,9,REG,GB,7,DAY,0,0
1925-11-15,1925,9,REG,CHI,14,DPN,0,0
1925-11-21,1925,9,REG,FYJ,0,CIB,14,0
1925-11-22,1925,10,REG,ARI,14,DAY,0,0
1925-11-22,1925,10,REG,CHI,21,GB,0,0
1925-11-22,1925,10,REG,RII,40,MIL,7,0
1925-11-22,1925,10,REG,DPN,20,RCH,0,0
1925-11-22,1925,10,REG,NYG,9,KCB,3,0
1925-11-22,1925,10,REG,PTB,24,CIB,6,0
1925-11-22,1925,10,REG,CBD,6,COL,0,0
1925-11-22,1925,10,REG,PRV,20,FYJ,7,0
1925-11-26,1925,10,REG,CIB,0,KCB,17,0
1925-11-26,1925,10,REG,PTB,31,GB,0,0
1925-11-26,1925,10,REG,DPN,3,RII,6,0
1925-11-26,1925,10,REG,CHI,0,ARI,0,0
1925-11-28,1925,10,REG,FYJ,13,GB,7,0
1925-11-29,1925,11,REG,ARI,7,RII,0,0
1925-11-29,1925,11,REG,NYG,23,DAY,0,0
