LPI Rank,Rd.Pick,Player,Pos (Rank),Team,Depth,LPI Proj PPG,Season VORP,Mkt ADP,Diff vs ADP,Draft Grade at ADP
346,29.10,Ko Kieft,TE94,TB,Reserve,0.3,-75.2,Unranked,N/A,78
347,29.11,Jackson Hawes,TE95,BUF,Reserve,0.3,-75.2,Unranked,N/A,78
348,29.12,Sal Cannella,TE96,CLE,Reserve,0.3,-75.2,Unranked,N/A,78
349,30.01,JJ Galbreath,TE97,PIT,Reserve,0.3,-75.2,Unranked,N/A,78
350,30.02,McCallan Castles,TE98,GB,Reserve,0.3,-75.2,Unranked,N/A,78
351,30.03,Cam Grandy,TE99,CIN,Reserve,0.3,-75.2,Unranked,N/A,78
352,30.04,Cade Stover,TE100,HOU,Reserve,0.3,-75.2,Unranked,N/A,78
353,30.05,Carter Runyon,TE101,LV,Reserve,0.3,-75.2,Unranked,N/A,78
354,30.06,CJ Dippre,TE102,NE,Reserve,0.3,-75.2,Unranked,N/A,78
355,30.07,E.J. Jenkins,TE103,PHI,Reserve,0.3,-75.2,Unranked,N/A,78
356,30.08,Layne Pryor,TE104,HOU,Reserve,0.3,-75.2,Unranked,N/A,78
357,30.09,Lawrence Cager,TE105,WAS,Reserve,0.3,-75.2,Unranked,N/A,78
358,30.10,Cameron Latu,TE106,PHI,Reserve,0.3,-75.2,Unranked,N/A,78
359,30.11,Devin Culp,TE107,TB,Reserve,0.3,-75.2,Unranked,N/A,78
360,30.12,Messiah Swinson,TE108,GB,Reserve,0.3,-75.2,Unranked,N/A,78
361,31.01,Elijah Higgins,TE109,ARI,Reserve,0.3,-75.2,Unranked,N/A,78
362,31.02,Brenden Bates,TE110,CLE,Reserve,0.3,-75.2,Unranked,N/A,78
363,31.03,Ben Sinnott,TE111,WAS,Reserve,0.3,-75.2,Unranked,N/A,78
364,31.04,Luke Schoonmaker,TE112,DAL,Reserve,0.3,-75.2,Unranked,N/A,78
365,31.05,Hunter Long,TE113,JAX,Reserve,0.3,-75.2,Unranked,N/A,78
366,31.06,Jelani Woods,TE114,NYJ,Reserve,0.3,-75.2,Unranked,N/A,78
367,31.07,Cole Turner,TE115,MIA,Reserve,0.3,-75.2,Unranked,N/A,78
368,31.08,Bryson Nesbit,TE116,MIN,Reserve,0.3,-75.2,Unranked,N/A,78
369,31.09,Nick Kallerup,TE117,SEA,Reserve,0.3,-75.2,Unranked,N/A,78
370,31.10,Zach Horton,TE118,DET,Reserve,0.3,-75.2,Unranked,N/A,78
371,31.11,Treyton Welch,TE119,NO,Reserve,0.3,-75.2,Unranked,N/A,78
372,31.12,Drake Dabney,TE120,GB,Reserve,0.3,-75.2,Unranked,N/A,78
373,32.01,Josh Whyle,TE121,GB,Reserve,0.3,-75.2,Unranked,N/A,78
374,32.02,Joel Wilson,TE122,TEN,Reserve,0.3,-75.2,Unranked,N/A,78
375,32.03,Hayden Rucci,TE123,SF,Reserve,0.3,-75.2,Unranked,N/A,78
376,32.04,David Martin-Robinson,TE124,TEN,Reserve,0.3,-75.2,Unranked,N/A,78
377,32.05,Tre Watson,TE125,KC,Reserve,0.3,-75.2,Unranked,N/A,78
378,32.06,Mitchell Evans,TE126,CAR,Reserve,0.3,-75.2,Unranked,N/A,78
379,32.07,Kylen Granson,TE127,TEN,Reserve,0.3,-75.2,Unranked,N/A,78
380,32.08,Thomas Gordon,TE128,DET,Reserve,0.3,-75.2,Unranked,N/A,78
381,32.09,Colson Yankoff,TE129,WAS,Reserve,0.3,-75.2,Unranked,N/A,78
382,32.10,Brayden Willis,TE130,SF,Reserve,0.3,-75.2,Unranked,N/A,78
383,32.11,Ben Yurosek,TE131,MIN,Reserve,0.3,-75.2,Unranked,N/A,78
384,32.12,Rivaldo Fairweather,TE132,ARI,Reserve,0.3,-75.2,Unranked,N/A,78
385,33.01,Moliki Matavao,TE133,NO,Reserve,0.3,-75.2,Unranked,N/A,78
386,33.02,Caleb Lohner,TE134,DEN,Reserve,0.3,-75.2,Unranked,N/A,78
387,33.03,Drew Sample,TE135,CIN,Reserve,0.3,-75.2,Unranked,N/A,78
388,33.04,Zaire Mitchell-Paden,TE136,NO,Reserve,0.3,-75.2,Unranked,N/A,78
389,33.05,Sean McKeon,TE137,IND,Reserve,0.3,-75.2,Unranked,N/A,78
390,33.06,Gavin Bartholomew,TE138,MIN,Reserve,0.3,-75.2,Unranked,N/A,78
391,33.07,Thomas Yassmin,TE139,LAC,Reserve,0.3,-75.2,Unranked,N/A,78
392,33.08,Bryce Pierre,TE140,CAR,Reserve,0.3,-75.2,Unranked,N/A,78
393,33.09,Foster Moreau,TE141,HOU,Reserve,0.3,-75.2,Unranked,N/A,78
394,33.10,Thomas Fidone II,TE142,NYG,Reserve,0.3,-75.2,Unranked,N/A,78
395,33.11,Stephen Carlson,TE143,CHI,Reserve,0.3,-75.2,Unranked,N/A,78
396,33.12,Tanner Hudson,TE144,CIN,Reserve,0.3,-75.2,Unranked,N/A,78
397,34.01,Mark Redman,TE145,LAR,Reserve,0.3,-75.2,Unranked,N/A,78
398,34.02,Eric Saubert,TE146,SEA,Reserve,0.3,-75.2,Unranked,N/A,78
399,34.03,Joshua Simon,TE147,ATL,Reserve,0.3,-75.2,Unranked,N/A,78
400,34.04,Jaheim Bell,TE148,PHI,Reserve,0.3,-75.2,Unranked,N/A,78
401,34.05,Luke Farrell,TE149,SF,Reserve,0.3,-75.2,Unranked,N/A,78
402,34.06,Tyler Conklin,TE150,DET,Reserve,0.3,-75.2,Unranked,N/A,78
403,34.07,Justin Fields,QB41,NYJ,QB2,1.76,-96.9,Unranked,N/A,60
404,34.08,Desmond Ridder,QB42,GB,QB2,0.6,-105.3,Unranked,N/A,57
405,34.09,Stetson Bennett IV,QB43,LAR,QB2,0.6,-105.3,Unranked,N/A,57
406,34.10,Tanner McKee,QB44,PHI,QB2,0.6,-105.3,Unranked,N/A,57
407,34.11,Jarrett Stidham,QB45,DEN,QB2,0.6,-105.3,Unranked,N/A,57
408,34.12,Spencer Rattler,QB46,NO,QB2,0.6,-105.3,Unranked,N/A,57
409,35.01,Tyler Huntley,QB47,BAL,QB2,0.6,-105.3,Unranked,N/A,57
410,35.02,Jameis Winston,QB48,NYG,QB2,0.6,-105.3,Unranked,N/A,57
411,35.03,Marcus Mariota,QB49,WAS,QB2,0.6,-105.3,Unranked,N/A,57
412,35.04,Anthony Richardson Sr.,QB50,IND,QB2,0.6,-105.3,Unranked,N/A,57
413,35.05,Quinn Ewers,QB51,MIA,QB2,0.6,-105.3,Unranked,N/A,57
414,35.06,Dillon Gabriel,QB52,CLE,QB2,0.6,-105.3,Unranked,N/A,57
415,35.07,Chris Oladokun,QB53,KC,QB2,0.6,-105.3,Unranked,N/A,57
416,35.08,Teddy Bridgewater,QB54,DET,QB2,0.6,-105.3,Unranked,N/A,57
417,35.09,Sean Clifford,QB55,CIN,QB2,0.6,-105.3,Unranked,N/A,57
418,35.10,Kenny Pickett,QB56,CAR,QB2,0.6,-105.3,Unranked,N/A,57
419,35.11,Davis Mills,QB57,HOU,QB2,0.6,-105.3,Unranked,N/A,57
420,35.12,Mac Jones,QB58,SF,QB2,0.6,-105.3,Unranked,N/A,57
421,36.01,Drew Lock,QB59,SEA,QB2,0.6,-105.3,Unranked,N/A,57
422,36.02,Nick Mullens,QB60,JAX,QB2,0.6,-105.3,Unranked,N/A,57
423,36.03,Joshua Dobbs,QB61,NE,QB2,0.6,-105.3,Unranked,N/A,57
424,36.04,Joe Milton III,QB62,DAL,QB2,0.6,-105.3,Unranked,N/A,57
425,36.05,Will Howard,QB63,PIT,QB2,0.6,-105.3,Unranked,N/A,57
426,36.06,Mitchell Trubisky,QB64,TEN,QB2,0.6,-105.3,Unranked,N/A,57
427,36.07,Kyle Allen,QB65,BUF,QB2,0.6,-105.3,Unranked,N/A,57
428,36.08,DJ Uiagalelei,QB66,LAC,QB2,0.6,-105.3,Unranked,N/A,57
429,36.09,Tyson Bagent,QB67,CHI,QB2,0.6,-105.3,Unranked,N/A,57
430,36.10,Gardner Minshew,QB68,ARI,QB2,0.6,-105.3,Unranked,N/A,57
431,36.11,Jake Browning,QB69,TB,QB2,0.6,-105.3,Unranked,N/A,57
432,36.12,Seth Henigan,QB70,IND,Reserve,0.3,-107.4,Unranked,N/A,56
433,37.01,Connor Bazelak,QB71,TB,Reserve,0.3,-107.4,Unranked,N/A,56
434,37.02,Jalen Milroe,QB72,SEA,Reserve,0.3,-107.4,Unranked,N/A,56
435,37.03,Case Keenum,QB73,CHI,Reserve,0.3,-107.4,Unranked,N/A,56
436,37.04,Adrian Martinez,QB74,SF,Reserve,0.3,-107.4,Unranked,N/A,56
437,37.05,Max Brosmer,QB75,MIN,Reserve,0.3,-107.4,Unranked,N/A,56
438,37.06,Tommy DeVito,QB76,NE,Reserve,0.3,-107.4,Unranked,N/A,56
439,37.07,Kyle McCord,QB77,GB,Reserve,0.3,-107.4,Unranked,N/A,56
440,37.08,Sam Hartman,QB78,WAS,Reserve,0.3,-107.4,Unranked,N/A,56
441,37.09,Carter Bradley,QB79,JAX,Reserve,0.3,-107.4,Unranked,N/A,56
442,37.10,Kurtis Rourke,QB80,SF,Reserve,0.3,-107.4,Unranked,N/A,56
443,37.11,Kedon Slovis,QB81,ARI,Reserve,0.3,-107.4,Unranked,N/A,56
444,37.12,Brady Cook,QB82,NYJ,Reserve,0.3,-107.4,Unranked,N/A,56
445,38.01,Andy Dalton,QB83,CAR,Reserve,0.3,-107.4,Unranked,N/A,56
446,38.02,Riley Leonard,QB84,IND,Reserve,0.3,-107.4,Unranked,N/A,56
447,38.03,Bailey Zappe,QB85,NYJ,Reserve,0.3,-107.4,Unranked,N/A,56
448,38.04,Shane Buechele,QB86,BUF,Reserve,0.3,-107.4,Unranked,N/A,56
449,38.05,Sam Howell,QB87,DAL,Reserve,0.3,-107.4,Unranked,N/A,56
450,38.06,Graham Mertz,QB88,HOU,Reserve,0.3,-107.4,Unranked,N/A,56
451,38.07,Cam Miller,QB89,MIA,Reserve,0.3,-107.4,Unranked,N/A,56
452,38.08,Will Levis,QB90,TEN,Reserve,0.3,-107.4,Unranked,N/A,56
453,38.09,Sam Ehlinger,QB91,DEN,Reserve,0.3,-107.4,Unranked,N/A,56
454,38.10,Jake Haener,QB92,KC,Reserve,0.3,-107.4,Unranked,N/A,56
455,38.11,Joe Flacco,QB93,FA,Free Agent,0.0,-109.6,Unranked,N/A,55
456,38.12,Isaac Guerendo,RB101,SF,Reserve,0.39,-121.0,Unranked,N/A,77
457,39.01,Cam Akers,RB102,SEA,Reserve,0.3,-122.4,Unranked,N/A,77
458,39.02,Anthony Tyus III,RB103,CAR,Reserve,0.3,-122.4,Unranked,N/A,77
459,39.03,Jaleel McLaughlin,RB104,DEN,Reserve,0.3,-122.4,Unranked,N/A,77
460,39.04,Rasheen Ali,RB105,BAL,Reserve,0.3,-122.4,Unranked,N/A,77
461,39.05,Jordan Waters,RB106,LAR,Reserve,0.3,-122.4,Unranked,N/A,77
462,39.06,Terrell Jennings,RB107,NE,Reserve,0.3,-122.4,Unranked,N/A,77
463,39.07,Kalel Mullings,RB108,TEN,Reserve,0.3,-122.4,Unranked,N/A,77
464,39.08,Kenny McIntosh,RB109,SEA,Reserve,0.3,-122.4,Unranked,N/A,77
465,39.09,Corey Kiner,RB110,ARI,Reserve,0.3,-122.4,Unranked,N/A,77
466,39.10,Deion Hankins,RB111,CHI,Reserve,0.3,-122.4,Unranked,N/A,77
467,39.11,Dante Miller,RB112,NYG,Reserve,0.3,-122.4,Unranked,N/A,77
468,39.12,Tahj Brooks,RB113,CIN,Reserve,0.3,-122.4,Unranked,N/A,77
469,40.01,Velus Jones Jr.,RB114,SEA,Reserve,0.3,-122.4,Unranked,N/A,77
470,40.02,Raheim Sanders,RB115,CLE,Reserve,0.3,-122.4,Unranked,N/A,77
471,40.03,Zavier Scott,RB116,MIN,Reserve,0.3,-122.4,Unranked,N/A,77
472,40.04,Jacob Saylors,RB117,DET,Reserve,0.3,-122.4,Unranked,N/A,77
473,40.05,Amar Johnson,RB118,LAC,Reserve,0.3,-122.4,Unranked,N/A,77
474,40.06,Lan Larison,RB119,NE,Reserve,0.3,-122.4,Unranked,N/A,77
475,40.07,Sione Vaki,RB120,DET,Reserve,0.3,-122.4,Unranked,N/A,77
476,40.08,Carson Steele,RB121,PHI,Reserve,0.3,-122.4,Unranked,N/A,77
477,40.09,British Brooks,RB122,HOU,Reserve,0.3,-122.4,Unranked,N/A,77
478,40.10,Jabari Small,RB123,DET,Reserve,0.3,-122.4,Unranked,N/A,77
479,40.11,Donovan Edwards,RB124,MIA,Reserve,0.3,-122.4,Unranked,N/A,77
480,40.12,Kendall Milton,RB125,CIN,Reserve,0.3,-122.4,Unranked,N/A,77
481,41.01,Ahmani Marshall,RB126,CLE,Reserve,0.3,-122.4,Unranked,N/A,77
482,41.02,Chris Collier,RB127,LV,Reserve,0.3,-122.4,Unranked,N/A,77
483,41.03,Evan Hull,RB128,NO,Reserve,0.3,-122.4,Unranked,N/A,77
484,41.04,Ja'Quinden Jackson,RB129,JAX,Reserve,0.3,-122.4,Unranked,N/A,77
485,41.05,Josh Williams,RB130,TB,Reserve,0.3,-122.4,Unranked,N/A,77
486,41.06,Damien Martinez,RB131,GB,Reserve,0.3,-122.4,Unranked,N/A,77
487,41.07,Blake Watson,RB132,TEN,Reserve,0.3,-122.4,Unranked,N/A,77
488,41.08,Owen Wright,RB133,TB,Reserve,0.3,-122.4,Unranked,N/A,77
489,41.09,Pierre Strong Jr.,RB134,GB,Reserve,0.3,-122.4,Unranked,N/A,77
490,41.10,Jacardia Wright,RB135,SEA,Reserve,0.3,-122.4,Unranked,N/A,77
491,41.11,ShunDerrick Powell,RB136,KC,Reserve,0.3,-122.4,Unranked,N/A,77
492,41.12,Jawhar Jordan,RB137,HOU,Reserve,0.3,-122.4,Unranked,N/A,77
493,42.01,Jaret Patterson,RB138,LAC,Reserve,0.3,-122.4,Unranked,N/A,77
494,42.02,Will Shipley,RB139,PHI,Reserve,0.3,-122.4,Unranked,N/A,77
495,42.03,Cody Schrader,RB140,DEN,Reserve,0.3,-122.4,Unranked,N/A,77
496,42.04,Deuce Vaughn,RB141,DEN,Reserve,0.3,-122.4,Unranked,N/A,77
497,42.05,Brittain Brown,RB142,CHI,Reserve,0.3,-122.4,Unranked,N/A,77
498,42.06,Carlos Washington Jr.,RB143,ATL,Reserve,0.3,-122.4,Unranked,N/A,77
499,42.07,Frank Gore,RB144,BUF,Reserve,0.3,-122.4,Unranked,N/A,77
500,42.08,DeeJay Dallas,RB145,JAX,Reserve,0.3,-122.4,Unranked,N/A,77
501,42.09,Eric Gray,RB146,NYG,Reserve,0.3,-122.4,Unranked,N/A,77
502,42.10,Michael Wiley,RB147,TB,Reserve,0.3,-122.4,Unranked,N/A,77
503,42.11,Ulysses Bentley IV,RB148,IND,Reserve,0.3,-122.4,Unranked,N/A,77
504,42.12,Phil Mafah,RB149,DAL,Reserve,0.3,-122.4,Unranked,N/A,77
505,43.01,Roschon Johnson,RB150,CHI,Reserve,0.3,-122.4,Unranked,N/A,77
506,43.02,Elijah Mitchell,RB151,NE,Reserve,0.3,-122.4,Unranked,N/A,77
507,43.03,Montrell Johnson Jr.,RB152,CAR,Reserve,0.3,-122.4,Unranked,N/A,77
508,43.04,Patrick Taylor Jr.,RB153,SF,Reserve,0.3,-122.4,Unranked,N/A,77
509,43.05,Israel Abanikanda,RB154,DAL,Reserve,0.3,-122.4,Unranked,N/A,77
510,43.06,Lew Nichols,RB155,PIT,Reserve,0.3,-122.4,Unranked,N/A,77
511,43.07,Gary Brightwell,RB156,CIN,Reserve,0.3,-122.4,Unranked,N/A,77
512,43.08,Tyler Badie,RB157,DEN,Reserve,0.3,-122.4,Unranked,N/A,77
513,43.09,Trevor Etienne,RB158,CAR,Reserve,0.3,-122.4,Unranked,N/A,77
514,43.10,Bam Knight,RB159,ARI,Reserve,0.3,-122.4,Unranked,N/A,77
515,43.11,Kye Robichaux,RB160,DET,Reserve,0.3,-122.4,Unranked,N/A,77
516,43.12,DeMario Douglas,WR113,NE,Reserve,0.38,-123.6,Unranked,N/A,72
517,44.01,Laquon Treadwell,WR114,IND,Reserve,0.3,-124.8,Unranked,N/A,72
518,44.02,Cole Burgess,WR115,PIT,Reserve,0.3,-124.8,Unranked,N/A,72
519,44.03,Olamide Zaccheaus,WR116,ATL,Reserve,0.3,-124.8,Unranked,N/A,72
520,44.04,Danny Gray,WR117,PHI,Reserve,0.3,-124.8,Unranked,N/A,72
521,44.05,Isaiah Hodgins,WR118,NYG,Reserve,0.3,-124.8,Unranked,N/A,72
522,44.06,Tutu Atwell,WR119,MIA,Reserve,0.3,-124.8,Unranked,N/A,72
523,44.07,Jalin Hyatt,WR120,NYG,Reserve,0.3,-124.8,Unranked,N/A,72
524,44.08,Arian Smith,WR121,NYJ,Reserve,0.3,-124.8,Unranked,N/A,72
525,44.09,Quentin Skinner,WR122,NYJ,Reserve,0.3,-124.8,Unranked,N/A,72
526,44.10,Darius Cooper,WR123,PHI,Reserve,0.3,-124.8,Unranked,N/A,72
527,44.11,Kameron Johnson,WR124,TB,Reserve,0.3,-124.8,Unranked,N/A,72
528,44.12,Terrace Marshall Jr.,WR125,MIA,Reserve,0.3,-124.8,Unranked,N/A,72
529,45.01,Ja'Corey Brooks,WR126,WAS,Reserve,0.3,-124.8,Unranked,N/A,72
530,45.02,Stephen Gosnell,WR127,BUF,Reserve,0.3,-124.8,Unranked,N/A,72
531,45.03,Justin Watson,WR128,HOU,Reserve,0.3,-124.8,Unranked,N/A,72
532,45.04,Dohnte Meyers,WR129,CIN,Reserve,0.3,-124.8,Unranked,N/A,72
533,45.05,Kendrick Bourne,WR130,ARI,Reserve,0.3,-124.8,Unranked,N/A,72
534,45.06,Jakobie Keeney-James,WR131,GB,Reserve,0.3,-124.8,Unranked,N/A,72
535,45.07,Jalen Royals,WR132,KC,Reserve,0.3,-124.8,Unranked,N/A,72
536,45.08,Isaiah Williams,WR133,NYJ,Reserve,0.3,-124.8,Unranked,N/A,72
537,45.09,Joshua Palmer,WR134,BUF,Reserve,0.3,-124.8,Unranked,N/A,72
538,45.10,Tyrell Shavers,WR135,BUF,Reserve,0.3,-124.8,Unranked,N/A,72
539,45.11,Justin Shorter,WR136,LV,Reserve,0.3,-124.8,Unranked,N/A,72
540,45.12,JP Richardson,WR137,CHI,Reserve,0.3,-124.8,Unranked,N/A,72
541,46.01,Myles Price,WR138,MIN,Reserve,0.3,-124.8,Unranked,N/A,72
542,46.02,Gunner Olszewski,WR139,NYG,Reserve,0.3,-124.8,Unranked,N/A,72
543,46.03,Malik Turner,WR140,SF,Reserve,0.3,-124.8,Unranked,N/A,72
544,46.04,Dayton Wade,WR141,BAL,Reserve,0.3,-124.8,Unranked,N/A,72
545,46.05,Hal Presley,WR142,TEN,Reserve,0.3,-124.8,Unranked,N/A,72
546,46.06,Kalif Raymond,WR143,CHI,Reserve,0.3,-124.8,Unranked,N/A,72
547,46.07,Theo Wease Jr.,WR144,MIA,Reserve,0.3,-124.8,Unranked,N/A,72
548,46.08,Dennis Houston,WR145,TB,Reserve,0.3,-124.8,Unranked,N/A,72
549,46.09,Jalen Virgil,WR146,BUF,Reserve,0.3,-124.8,Unranked,N/A,72
550,46.10,Garrett Greene,WR147,TB,Reserve,0.3,-124.8,Unranked,N/A,72
551,46.11,Skyy Moore,WR148,GB,Reserve,0.3,-124.8,Unranked,N/A,72
552,46.12,Jason Brownlee,WR149,KC,Reserve,0.3,-124.8,Unranked,N/A,72
553,47.01,Konata Mumpfield,WR150,LAR,Reserve,0.3,-124.8,Unranked,N/A,72
554,47.02,Dalevon Campbell,WR151,LAC,Reserve,0.3,-124.8,Unranked,N/A,72
555,47.03,Jimmy Holiday,WR152,KC,Reserve,0.3,-124.8,Unranked,N/A,72
556,47.04,Bryson Green,WR153,ARI,Reserve,0.3,-124.8,Unranked,N/A,72
557,47.05,AJ Henning,WR154,MIA,Reserve,0.3,-124.8,Unranked,N/A,72
558,47.06,John Metchie III,WR155,CAR,Reserve,0.3,-124.8,Unranked,N/A,72
559,47.07,Brycen Tremayne,WR156,CAR,Reserve,0.3,-124.8,Unranked,N/A,72
560,47.08,Jamari Thrash,WR157,CLE,Reserve,0.3,-124.8,Unranked,N/A,72
561,47.09,Jordan Whittington,WR158,LAR,Reserve,0.3,-124.8,Unranked,N/A,72
562,47.10,Ihmir Smith-Marsette,WR159,ARI,Reserve,0.3,-124.8,Unranked,N/A,72
563,47.11,Xavier Smith,WR160,LAR,Reserve,0.3,-124.8,Unranked,N/A,72
564,47.12,KeAndre Lambert-Smith,WR161,LAC,Reserve,0.3,-124.8,Unranked,N/A,72
565,48.01,Isaiah Bond,WR162,CLE,Reserve,0.3,-124.8,Unranked,N/A,72
566,48.02,Dontae Fleming,WR163,MIN,Reserve,0.3,-124.8,Unranked,N/A,72
567,48.03,Bub Means,WR164,NO,Reserve,0.3,-124.8,Unranked,N/A,72
568,48.04,Quez Watkins,WR165,PHI,Reserve,0.3,-124.8,Unranked,N/A,72
569,48.05,Roman Wilson,WR166,PIT,Reserve,0.3,-124.8,Unranked,N/A,72
570,48.06,Mack Hollins,WR167,NE,Reserve,0.3,-124.8,Unranked,N/A,72
571,48.07,Mason Tipton,WR168,NO,Reserve,0.3,-124.8,Unranked,N/A,72
572,48.08,Max Hurleman,WR169,PIT,Reserve,0.3,-124.8,Unranked,N/A,72
573,48.09,Dont'e Thornton Jr.,WR170,LV,Reserve,0.3,-124.8,Unranked,N/A,72
574,48.10,Andre Baccellia,WR171,ARI,Reserve,0.3,-124.8,Unranked,N/A,72
575,48.11,Savion Williams,WR172,GB,Reserve,0.3,-124.8,Unranked,N/A,72
576,48.12,Efton Chism III,WR173,NE,Reserve,0.3,-124.8,Unranked,N/A,72
577,49.01,Mason Kinsey,WR174,TEN,Reserve,0.3,-124.8,Unranked,N/A,72
578,49.02,Deven Thompkins,WR175,ATL,Reserve,0.3,-124.8,Unranked,N/A,72
579,49.03,Calvin Austin III,WR176,NYG,Reserve,0.3,-124.8,Unranked,N/A,72
580,49.04,JaQuae Jackson,WR177,LAC,Reserve,0.3,-124.8,Unranked,N/A,72
581,49.05,Anthony Gould,WR178,IND,Reserve,0.3,-124.8,Unranked,N/A,72
582,49.06,Casey Washington,WR179,ATL,Reserve,0.3,-124.8,Unranked,N/A,72
583,49.07,Tejhaun Palmer,WR180,ARI,Reserve,0.3,-124.8,Unranked,N/A,72
584,49.08,Jacoby Jones,WR181,WAS,Reserve,0.3,-124.8,Unranked,N/A,72
585,49.09,Jamaal Pritchett,WR182,NYJ,Reserve,0.3,-124.8,Unranked,N/A,72
586,49.10,Jake Bobo,WR183,SEA,Reserve,0.3,-124.8,Unranked,N/A,72
587,49.11,Jeremiah Webb,WR184,NE,Reserve,0.3,-124.8,Unranked,N/A,72
588,49.12,Jeshaun Jones,WR185,MIN,Reserve,0.3,-124.8,Unranked,N/A,72
589,50.01,Ainias Smith,WR186,CAR,Reserve,0.3,-124.8,Unranked,N/A,72
590,50.02,Ben Skowronek,WR187,PIT,Reserve,0.3,-124.8,Unranked,N/A,72
591,50.03,Mario Williams,WR188,LAR,Reserve,0.3,-124.8,Unranked,N/A,72
592,50.04,Austin Trammell,WR189,JAX,Reserve,0.3,-124.8,Unranked,N/A,72
593,50.05,Trey Palmer,WR190,NO,Reserve,0.3,-124.8,Unranked,N/A,72
594,50.06,Elijah Cooks,WR191,NO,Reserve,0.3,-124.8,Unranked,N/A,72
595,50.07,Charlie Jones,WR192,CIN,Reserve,0.3,-124.8,Unranked,N/A,72
596,50.08,Jimmy Horn Jr.,WR193,CAR,Reserve,0.3,-124.8,Unranked,N/A,72
597,50.09,Devontez Walker,WR194,BAL,Reserve,0.3,-124.8,Unranked,N/A,72
598,50.10,Luke Floriea,WR195,CLE,Reserve,0.3,-124.8,Unranked,N/A,72
599,50.11,Derius Davis,WR196,LAC,Reserve,0.3,-124.8,Unranked,N/A,72
600,50.12,Phillip Dorsett II,WR197,LV,Reserve,0.3,-124.8,Unranked,N/A,72
601,51.01,Dominic Lovett,WR198,DET,Reserve,0.3,-124.8,Unranked,N/A,72
602,51.02,John Jiles,WR199,NE,Reserve,0.3,-124.8,Unranked,N/A,72
603,51.03,Will Sheppard,WR200,GB,Reserve,0.3,-124.8,Unranked,N/A,72
604,51.04,Dalen Cambre,WR201,NYG,Reserve,0.3,-124.8,Unranked,N/A,72
605,51.05,Jonathan Mingo,WR202,DAL,Reserve,0.3,-124.8,Unranked,N/A,72
606,51.06,Bo Melton,WR203,GB,Reserve,0.3,-124.8,Unranked,N/A,72
607,51.07,Xavier Johnson,WR204,CIN,Reserve,0.3,-124.8,Unranked,N/A,72
608,51.08,Chris Blair,WR205,ATL,Reserve,0.3,-124.8,Unranked,N/A,72
609,51.09,Xavier Legette,WR206,CAR,Reserve,0.3,-124.8,Unranked,N/A,72
610,51.10,Parris Campbell,WR207,DAL,Reserve,0.3,-124.8,Unranked,N/A,72
611,51.11,Shedrick Jackson,WR208,LV,Reserve,0.3,-124.8,Unranked,N/A,72
612,51.12,Ryan Miller,WR209,NYG,Reserve,0.3,-124.8,Unranked,N/A,72
613,52.01,Luke Grimm,WR210,LAC,Reserve,0.3,-124.8,Unranked,N/A,72
614,52.02,Johnny Wilson,WR211,PHI,Reserve,0.3,-124.8,Unranked,N/A,72
615,52.03,Xavier Restrepo,WR212,TEN,Reserve,0.3,-124.8,Unranked,N/A,72
616,52.04,Xavier Hutchinson,WR213,HOU,Reserve,0.3,-124.8,Unranked,N/A,72
617,52.05,David Moore,WR214,CAR,Reserve,0.3,-124.8,Unranked,N/A,72
618,52.06,Xavier Gipson,WR215,NYG,Reserve,0.3,-124.8,Unranked,N/A,72
619,52.07,Dareke Young,WR216,LV,Reserve,0.3,-124.8,Unranked,N/A,72
620,52.08,KaVontae Turpin,WR217,DAL,Reserve,0.3,-124.8,Unranked,N/A,72
621,52.09,Ke'Shawn Williams,WR218,CIN,Reserve,0.3,-124.8,Unranked,N/A,72
622,52.10,Eli Pancol,WR219,IND,Reserve,0.3,-124.8,Unranked,N/A,72
623,52.11,Brandon Smith,WR220,PIT,Reserve,0.3,-124.8,Unranked,N/A,72
624,52.12,Nick Nash,WR221,WAS,Reserve,0.3,-124.8,Unranked,N/A,72
625,53.01,Irvin Charles,WR222,NYJ,Reserve,0.3,-124.8,Unranked,N/A,72
626,53.02,Jaylin Lane,WR223,WAS,Reserve,0.3,-124.8,Unranked,N/A,72
627,53.03,Bryce Oliver,WR224,TEN,Reserve,0.3,-124.8,Unranked,N/A,72
628,53.04,Nikko Remigio,WR225,KC,Reserve,0.3,-124.8,Unranked,N/A,72
629,53.05,Dyami Brown,WR226,WAS,Reserve,0.3,-124.8,Unranked,N/A,72
630,53.06,Demarcus Robinson,WR227,SF,Reserve,0.3,-124.8,Unranked,N/A,72
631,53.07,Mecole Hardman Jr.,WR228,BUF,Reserve,0.3,-124.8,Unranked,N/A,72
632,53.08,Lil'Jordan Humphrey,WR229,DEN,Reserve,0.3,-124.8,Unranked,N/A,72
633,53.09,Tim Jones,WR230,JAX,Reserve,0.3,-124.8,Unranked,N/A,72
634,53.10,Malik Cunningham,WR231,DET,Reserve,0.3,-124.8,Unranked,N/A,72
635,53.11,Malachi Corley,WR232,CLE,Reserve,0.3,-124.8,Unranked,N/A,72
636,53.12,Jacob Cowing,WR233,SF,Reserve,0.3,-124.8,Unranked,N/A,72
637,54.01,Jordan Moore,WR234,CIN,Reserve,0.3,-124.8,Unranked,N/A,72
638,54.02,Kendric Pryor,WR235,CIN,Reserve,0.3,-124.8,Unranked,N/A,72
